tweet_text,
"@electricsoup It has to connect to @Apple to process commands, which it is failing to do right now",
"See @Apple, that what's happen when you release iPhone 4S with same crappy design as the old phone!",
This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,
Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,
"Spoke to an @Apple rep on phone & could hear her tv blaring in the bg.  She said, ""I can't actually help u, just direct u back to the web""",
What's wrong with Siri today @apple,
@Apple Siri is down!,
I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.,
on hold for another half hour. phone is ringing but no one is picking up.@apple you stink.,
"Ok this @Apple software update for the #iphone is taking waaaaay too long!
#annoyed",
@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO,
@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it,
"@jane73 @Gazmaz hopefully it's a small bug @Apple must be fixing it. RIGHT  APPLE }:0( 
#itjustworks",
"@samsung, @apple, you do realise you're just really pissing off the customer base AS WELL AS looking petty.",
@Apple - why do I have to have apps I am updating in their original 'folder' location? That was painful.,
@apple domain fail. Open 2 hrs late for walk in ppl. Store was empty and i only need a skin 4 my screen. You represent customer service FAIL,
@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life.,
I wish the Apple updater would stop trying to ram iTunes down my throat. I don't own a pissing iPhone @apple,
Is it me or does my #iPhone run slower since the #iOS 5 update? @apple @Verizon,
Just searching with my voice on my 2 year old nexus one @apple.,
"@apple, your update server has been timing out for a week. i had to force a restore w/the new #iOS5 software. lost all my stuff. thanks!",
"#appleupdates
2 success stories- iPhone & iPad 2.
Now been on phone to Apple 45 mins. iPad 1 WILL not. Wasting my time 
@apple
#Replaceit!",
"Thanks to a 90 minute wait on hold, half an hour actually talking to someone, the @Apple tech decides to send me an email to fix my phone",
I am very upset about and inconvenienced by this iphone update failed backup. @iphone @apple,
but seriously @apple finance me a damn phone you greedy bastards! OR Santa...get your jolly ass in gear and get us a 4S - white plz,
My schedule is 2 busy 2 spend UNquality time with @ATT @Apple 2 recover Iphone again-The mo' mobile I get the mo' immobile I is. Sync Not!,
"Pondering the iOS update... From the sounds of @MikeFerri's difficulties, I may just hold off :/ @Apple, FIX IT!",
@twalve @apple you know the issues they have with DST and alarms :p,
Why book @Apple Genius Bar if after 2.5 hours you still can't be served. Disappointing Apple Store Sydney. #thanksfornothing,
Apparently @Apple genius training doesn't extend to clocks & service. They're half an hour late for my appointment and couldn't let me know?,
Thanks @apple for an OS update that has only succesfully bricked my iPod.,
"screw you @apple iOS 5. I can't download this crap, and I'm tired of trying. Get this problem figured out about my connection timing out",
Wow. iCloud's mail is down. 1st the iOS 5 upgrade issues and now this. I really hope this isn't @apple without Steve Jobs.,
@apple  why don't you guys test your upgrades before you put them out. 15 1/2 hrs u guys wasted of my time yesterday. Thanks.,
what is going on with all my @Apple products?! First my #iPad freezes (still is frozen) and then my #iPhone won't turn on!!! #techieTroubles,
"#iPad in perpetual restore loop after trying to upgrade to #iOS5 :(
@apple sux without steve",
2nd @apple genius apptment running late 2nd day in row for 2nd dodgy iPod . You make mega $$$ hire some staff.,
It took @apple about 7 years just to figure out how to properly syncronize an iPhone.  WOW!  #ios5,
@apple So I went to the 5th Ave store and was told I could wait about 4 hours to get a 4S. Needless to say I'm back at the hotel relaxing.,
"Overall I am a fan of the iPhone 4S; however, my Siri has issues connecting to the network @Apple",
Terrible customer service at Los Gatos @Apple! Why do I have to pay $199 for a bad home button on my iPhone?!?,
@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made,
Having major battery drain issue since updating iPhone 4 to iOS 5.  Anyone else? @AppStore @iPhone @apple,
Dear @apple please send me my Mac Book back surely the repair is done by now... Thanks!,
"@Apple, #iOS5 on iPhone2 causes Camera apperature dilation problems & freeze.",
"@Apple, #iOS5 #geolocation Suburbs with 2 words drops Map Pins in other States! Please fix.",
"Sorry @apple, but #iMessage will never be what #BBM is. Disappointed.",
Iphone 4s siri doesn't work for shit @apple,
"Clarence Thomas must have designed the new OSX lion, tossing decades of workflow standards, @apple bring back “save as”! #autoSaveSucks",
"@semilshah yeah except that when you ask for a receipt, it takes them 30 minutes to figure out where it printed out. Fix that, @Apple!",
"RT @JDougyJ: hey @apple do you wanna fix my fucking playlist order, you piece of shit",
Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it's the app or the new @apple iOS 5. Only two apps running.,
@Apple can suck my dick gotta restore my ipad #annoyed,
The line at the @apple is just STUPID,
"@nansen Man, that sux! @apple io5 upgrade a total #fail for you!",
"Dear @Apple Contacts, you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it.",
"Is it too much to ask which app is incompatible, @apple? http://t.co/yKqip7nk",
Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often,
@NoVaTyler @apple Most of mine are gone too! Not recovered after I saved them b4 I upgraded my iPhone! Soooo pissed!,
"hey @apple do you wanna fix my fucking playlist order, you piece of shit",
Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple,
"#ios5 getting sloppy @apple. U need to check your QA team. Too many issues with apps, data and syncing",
RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore.,
So glad that I paid $69 for this @apple care protection plan.  Been on hold for over 20 minutes now.  Great customer service. #NOT,
not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help,
All I can say about @Apple right now is #GoodRiddance — See? Cancer isn't ALL BAD!,
@twitter can you look at problem on iPad where it won't open @ messages. It just crashes the app. You too @apple maybe your fault.,
@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever,
"@robert_terpstra no worries bud, ps: they're saying that the 4s is having a lot of network issues right now. (I'm @apple for mac problems)",
"I hate you @apple for not sending Toledo,oh @bestbuy any @iPhone for @verizon even after I pre ordered!!!",
"@pmphillips @apple If my non-Apple equipment broke this often, I guess I'd need an Asus genius bar. But it doesn't, so I don't :-)",
Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off),
"Dear @Apple, how convenient/handy/thoughtful/smart that after iPhone #ios5 update you're apps won't work anymore! (none!!!) :( #gr%\mbl^.%)",
Hey @Apple...I know Steve Jobs died & all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light,
@apple not happy with Apple today. I did the suggested software update and now nothing works!!!,
Smashed yet another #iPhone screen. When are @apple gonna make the phone more durable!!! Tired of fixing it myself!!!,
"IOS5 has one problem, when i save someone in my contacts they don't show his nam becuz of the region/ +965 @apple #apple",
I sure as hell better be able to restore my calendar events. Terrible bug apple! @apple #icloud #anothericloudfail,
I really hate that @apple won't let you hide the Newsstand app or move it into a folder. It serves no purpose for me.,
Life was much easier when @apple and @BlackBerry were just fruits!,
@apple No location reminders on ipad2! That was the point of updating to iOS 5,
"Comparing @Office #live with @google #apps and @apple #iCloud , I do not see #iCloud leading the crowd. Do you agree ?",
"Turns out my computer isn't as fixed as it is meant to be. Fuck you @Apple, I'm going back to your Genius Bar to complain. #annoyed",
"If @apple doesn't fix iOS5 this week, I'm buying a droid #emptythreats",
@apple pls launch #Siri on iphone4 .. Disappointed after spending hours for upgrading to iOS5..,
@apple you can suck it you and your fucking iPhones better be glad it's all I like cause the service Is fucking terrible,
"This is the first time I've been unhappy with any @apple product... Disappointed, and the Internet seems as confused as I am right now.",
"After a week or so with @Apple's #iOS5 I'm considering going back to #jailbroken 4.2 - same features as 5, plus more. Not as stable, though.",
Had issues with #Siri reaching network today. Too many uses or my signal? @apple,
The new iOS5 completely failed at upgrading the phone. Now I'm stuck in this restore loop. Thanks @apple for wasting my day. Can i undo?,
Is it me or does #iPhone4s run a little warm sometimes? @apple,
"@apple WTF why can we not add the newsstand to a folder?! We are already in your walled garden, so please don't remind us of it.",
@apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade. Why??,
"Dear @Apple, I don't want the newsstand icon on my screen. #notcool",
@Blackberry does take better quality photos than @Apple iPhone though. I give them that! #photograhersEye,
Ok @iTunesMusic idk wth is up but after syncing my phone my album art is out of order! WTF @Apple!,
I wish Siri could tweet for me . @apple fix that .,
@apple I'm still waiting for you to deliver my phone to @sprint,
I will never purchase another @Apple product for the rest of my life. I am glad Steve Jobs is fucking dead. MAY YOU FUCKING ROT IN HELL!!!!!,
Thanks to @Apple my new iMac is a brick. I cannot re-install Lion and I cannot purchase it because it was installed by the former owner.,
"Asked #Siri ""Where's Baby Lisa?"" and was told ""sorry, I'm having trouble connecting to the network right now."" @apple server fail. #ios5",
Only thing #iOS.5 has done is deleted my tiger woods game and made impossible to retrieve. Thanks @Apple!,
Damn you @apple for breaking wififofum! It continued to work in ios 4. Was one of my most used apps. Damn Apple's overbearing policies!,
"yo, @apple, this update is a disaster",
"Dear @Apple,Congratulations, I am suing my insurance company and you just managed to make it to the top of my shit list. #Ineedthosepictures",
Dear @Apple: You must let me turn off iCloud to save bandwidth and NOT delete EVERY document on my iPad. That's BULLSHIT!,
"RT @JoelBurns: Dear @Apple, it's me again. Thank for beautiful new iOS features. But I miss some of the old ones. Lk making calls & texts
&gt;(",
By far the worst experience upgrading out of any version of iOS @apple #iOS5,
What happened? RT @xCuntNuggetx: Never purchasing another item from @apple.,
Never purchasing another item from @apple.,
"RT @leiboaz: Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store.",
"Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store.",
"Hey guys at @Apple, WTF is happening to #iPhone4, with #iOS5 suddenly fade to black and begin to vibrate continuously, I had to reboot it",
@hbogo @apple - why don't you play nice and let me use HDMI from iPad?  Pretty lame.,
"Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade @apple @marcoarment",
"RT @JoelBurns: Dear @Apple, it's me again. Thanks for beautiful new iOS features. But I miss some of the old ones. Like making calls & t ...",
"…and only the first 23 images in my Photo Roll made it over? Seriously, @apple, how did you fuck this up so much?",
@apple why does #iPhone4 plus #iOS5 equal half the battery life?,
@apple why isn't my iTunes updating? I just wanna update my iPhone to IOS5!!! Then iTunes says that it needs to update to do it. Then fails!,
Now @apple won't let me use credit on @iTunes unless I have a credit card. Should have told me when I redeemed the cards. Sound fair to you?,
"@amandbrar @apple Siri has worked for me less than 10% of the time. If service doesn't improve by Monday, I'm returning my iPhone 4S.",
"@azrael: RT @DavideGori: And again #MobileMe is down. Issues when syncing, accessing mail... is this a good premise for #iCloud? @Apple, ...",
need @apple help!! installing new ios on #iphone4 and am stuck on the Find My iPhone screen :( i keep clicking next but it doesn't work,
"Bummer that @Apple #iCloud syncs on Windows only w/ Outlook (not Thunderbird) & IE (not Firefox, Chrome). #sadmac",
@RonakKataria @apple you heard of testing before deploying updates. Difference between microsoft & apple: None,
"Disappointing visual merchandising, @apple. Simple, but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi",
has been on terminal hold with @apple support!  She must not be the only person having trouble with the new iphone and synching!,
@apple thanks apple for ios 5 and losing all my contacts!,
@apple give me my apps back!!!,
"@Apple #iOS5 NONSTOP DROPPED CALLS&MUTE BUTTON RANDOMLY ACTIVATING&PERSON CANT HEAR ME, PULL PHONE FROM EAR TO BE ON A ""MOBILE ME"" SCREEN",
"RT @tomcolontonio: Didn't it occur to @apple #apple that ppl share iTunes accounts amongst family's ?????
Wtf!!!!",
@tomcolontonio @apple #EPICFAIL,
90 minutes after being at 100% my iPhone 4 (post #ios5 upgrade) has lost 40% of its charge and the @apple store folks are out of ideas.,
"So ""cutting the cord"" makes podcasts even harder to manage?!? No subscriptions! WTH, @Apple? http://t.co/LD2i871x #iOS5 (via @carrypad)",
"remember when people used to say ""flat the fuck out!!"" lol.. and their face while saying.... kindahow i feel about @apple",
In less than an hour my post- #iOS5 iPhone has gone from 100% to 73% battery charge and the @apple store folks have no solution for me :(,
Well @apple seems 2b screwing #iphone 4s resellars. They still dont have 4s. Yet were promised. Similar 2 Ma Bell's monopolistic prctices?,
"Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase...",
@apple cu,
*sigh* @apple store seems stumped what to do about my catastrophically bad battery life after upgrading to #ios5,
Hmmmm a lot of #Siri features don't work in Canada. Location and directions? Seriously @apple come on!,
"@apple, #siri can't connect to the network -- it's LESS useful that VoiceControl now... :(",
@apple took my Siri and made it exclusive to iPhone 4S  #SoRude,
total time on the phone with @apple: 1 hour 27 minutes. let's see how this goes.,
"Waited in line for nothing, fucking genius @Apple called an app for ""John"" not ""jean"" stop fucking up my name im not a French boy. #PCam ...",
"Dear @apple, One day you're going to release a version of iTunes that doesn't freeze more often than it works. One day.",
It's been 24hrs since I reported @ups theft of my iPhone and @apple has done nothing. No return call as promised. Nothing.,
"This does not bode well. After charging all night, my @Apple iPhone 4S has 25% battery after only 3hr off charger with no calls & light use",
Houston we have a problem!! My iPad has been restoring for 12+ hours after installing @apple IOS5. This can't be right....,
#Siri went down for a little while last night. Come on @apple! Get your shit together on this launch!,
"@ford should have teamed up with @Apple instead of @microsoft to make this SYNC system in my new focus. 
Car is sweet SYNC is #EpicFail",
Installed io5 - fine on ipad but wiped wife's iPhone and restore from backup failed! #Bigtrouble #help @apple,
"RT @gdcurry: Really @Apple?  What have you done to my iTunes now?  I can't click on Music, Movies, TV Shows, or any playlists. I get a l ...",
DAMN YOU !!! @apple,
@Late_Show I would have watched but the folks at @apple have a jihad against adobe flash. Plse consider a YouTube link in future on UR site,
"RT @rdingwell: .@Apple has a record quarter and because a bunch of professional guessers (aka analysts) wanted more, its a disappointmen ...",
"Hey @apple, androids releasing brand new state of the art phones, whens your new phone come out? What's that? (cont) http://t.co/2sko9l3d",
".@Apple has a record quarter and because a bunch of professional guessers (aka analysts) wanted more, its a disappointment #wtf",
@Apple how fun wouldn't it be if it was possible to integrate  ( soon to be named ) with notifications?,
"Interesting read on war b/w @Apple & @Samsung- http://t.co/Vt9d24Yi -using latter, agree lack of innovation, but better specs at same price!",
RT @adamnash: The takeaway from the @Apple earnings call?  Even Apple needs a new iPhone release every 12 months to stay competitive. cc ...,
The takeaway from the @Apple earnings call?  Even Apple needs a new iPhone release every 12 months to stay competitive. cc: @hblodget,
Today's headline: @apple reports lower 4Q earnings. Headline in 3 months: @Apple reports record Q1 earnings.,
"Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/XVcch6Os #PampersHelloApps""",
@apple expanded the app store to more than 20 new countries in the december quarter,
@Apple will be rolling out iPhone 4S to more than 20 more countries by the end of the month.,
Is it JUST a coincidence that @Apple named their virtual assistant after Tom and Katie's robot daughter?,
Good or Bad results for @Apple ? Depends on who you ask apparently http://t.co/yDH8ffxE,
Interesting times when increasing your revenue from $20B to $28B in a recession is considered a disappointment. @apple,
People are waiting in line @apple for phones at 1:30 on a Tuesday! Don't you people have Jobs(no pun intended?)???,
"@Apple Would much rather get outta this having a ( see pic ) and have fun with this "" Have your friends choose music"" http://t.co/7IiHbr4J",
RT @CRMStrategies: Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @phil ...,
@apple gonna see if anyone stayed logged into their fb or twitter #TroubleMaker,
@leg3nd @apple the new iPhone?,
"If you've been struggling to get hold of me, I'm back online with a new iPhone - thanks @apple",
"Hey @Apple, pretty much all your products are amazing. You blow minds every time you launch a new gizmo. That said, your hold music is crap.",
Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @philsimon,
@Jake_Gyllenhaal So you've made up with @Apple?,
@Apple has a pic of Steve Jobs on their home page. #Honor,
"@Apple to shut stores!!! C'mon, Only Wednesday for @SteveJobs memorial.",
@Motorola is the Best Android-powered company that is going against @Apple.,
@apple #readyfor5.0.1 http://t.co/M2FqakYr,
This is what I have been waiting for RT @Apple The last big project Steve Jobs was working on was the new cranial insertion device: iMplant.,
Apple Users Get The official Kalifornia Cavi App on your Apple Device now on  - powered by @Apple - Download it free http://t.co/HlGnvlRw,
The official Kalifornia Cavi Mobil App is now available on the app store - powered by @Apple - Download it free http://t.co/HlGnvlRw,
"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/I6woujUh #PampersHelloApps",
@Apple #RIPSteve RT @davepeck: Steve Jobs and the Seven Rules of Success http://t.co/4nLRLdWy,
"macbreak weekly @TWiT via @apple airplay in full HD on the 42"". finally! @leolaporte @Ihnatko @alexlindsay",
"Stay young, stay foolish. But take ownership when u f*ck up, don't complain, and never give up. #resilience @apple",
"Dear @motorola, I smell a lawsuit coming your way. cc: @apple #motoactv",
RT @hofmania: I just paid someone to wait in line at the @apple store this morning for me on @zaarly #putapriceonconvenience #iphone htt ...,
@apple Or @Microsoft Buying Out @RIM ?,
@apple Why don't you have a wireless remote for Keynote presentations w a MacBook Air?  Nobody wants to see the pith man navigate w a iPhone,
"RT @HaendelBalzora: dear @apple please invent ""FaceTime Voicemails."" sincerely, haendel balzora jr. #apple",
"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/YUydxo1t #PampersHelloApps",
"dear @apple please invent ""FaceTime Voicemails."" sincerely, haendel balzora jr. #apple",
"RT @jesperordrup: Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto shari ...",
Couldnt help it & explored the #iphone4s @apple store & talked to #Siri... Should've tried to speak to her in French?! #nexttime,
"is it just me or do other people miss the iPod symbol on the iPhone? I had the first iPod, it's what I relate to @apple #ios5 #nostalgia",
@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?,
RT @HowardMortman: .RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/7vZSIXpy,
"Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto sharing setup? /cc @maddox",
RT @edatpost: Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,
#motoactiv? Methinks @apple and maybe @Nike are already prepping lawsuits,
Check this video out -- moe. plays Live on iPads. Video dedicated in memory of #SteveJobs http://t.co/XSiyDnqu @ipad @mac @apple #brilliant,
Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,
Evolution of @Apple Ads 1975-2002: http://t.co/QTOqOZ42 @thesavoia #stevejobs #tech #art,
@apple #siri http://t.co/k7b686hX,
.RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/LCTPxHF5,
RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,
RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/OshPyV2G,
.@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,
RT @DailyDealChat: @bidmyway I like your app for the @apple iPhone very simple and easy to use!,
@bidmyway I like your app for the @apple iPhone very simple and easy to use!,
"Thanks, @Apple. Now even more people on the bus are talking to inanimate objects. Harder than ever to tell who's crazy and who's hip.",
Noticed how @apple has added the like & tweet icons on their page? http://t.co/PZoNZeC8 #like #facebook #tweet,
@rtimbuc thx for publicly coming out out of the @Apple closet ... :),
"Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/2XJZaLCs #PampersHelloApps",
@RIM to release new generation of phones in the new year to contend with @Apple... Hmmm.,
RT @TimjwDowning: #iOS 5  is a great system but it's taken all day to download @apple,
Using @Apple's mobile @AirPort Utility http://t.co/TiDpaHYC,
@Dropbox balked at acquisition by @Apple. My apps thank them. :)  http://t.co/VsYPl9Xu,
"These cos are worth billions: @Apple, @Facebook @Google & @Amazon and they are battling for consumers  http://t.co/4WxPCH9h via @fastcompany",
"Just when #TomCruise thought he had a unique name for his daughter, @Apple pulls the rug out from under him with the new #Siri App.",
I wonder If the person who has @apple is holding out for apple to buy it from them,
iOS 5 for iPhone and iPad is Here: Apple's Best Release Yet?  http://t.co/iLYGZ5Ox #ios5 #ios @apple #ipad #tablet,
"The 'Great Tech War': @Apple, @Facebook, @Google, @Amazon battle for the future http://t.co/sVu8cG1M via @fastcompany",
"@BeeeThree I am aye, I wasn't @apple",
"How the community saw #SteveJobs - 12 Most #Community ""iCelebrates"" Steve Jobs - http://t.co/jJRwIvmc @Apple",
Steve Jobs' unconventional #leadership secret - ACC SmartBrief: http://t.co/CY6VxRnF &gt; @Apple #sm #HR #NEHRA,
RT @aplusk: Sending love & light to everyone @Apple & the entire Jobs family.Today we lost a Giant who will be missed even by those who  ...,
@apple store NY,
"Attending #mobilemem , listening to James Kelley from @apple .",
Tell how Steve Jobs & @Apple changed your life and $5 will be donated to Pancreatic #Cancer Research! @PanCAN @Pan_Act http://t.co/BWzganje,
"yeah, @apple is updated!! planking photos, #lmaoo http://t.co/IusXJJDq",
picking up my #iPhone4S in two hours @Apple!,
@DickCostolo says daily #twitter signups have TRIPLED since the new @apple #iphone4S came out,
"yes, i am live tweeting my @apple tech support call. Isn't this fun?",
"@azee1v1 @apple @umber Better file info/easier to get to, duplication of files when importing. Categorizing files.",
"ok @apple, now we got our iOS5 and #icloud, can we please have #LogicX",
@AsimRang @apple @umber well so far ive seen it for apps,
"Hello again, iPhone 4!!! Thank you, @apple! Although this should have never broken in the first place! #tsk",
@AsimRang @apple @umber when you upgrade to ios5 there is a section in app store which lets you download anything you have purchased before,
"@Apple, @Facebook, @Google and @Amazon battle in...The Great Tech War of 2012 http://t.co/uL9zZKv8 by @fmanjoo",
"@AsimRang @apple @umber the podcasts feature works just fine, music purchasing is straight forward, what else do you want?",
“@NoVaTyler: @Foreverfit4u amazing how quickly apple went down the poop tube” It couldn't have 2do w/operator error! #sarcasm Still ❤ @apple,
RT @Apple We destroying you next RT @therealterica: Duh #TeamAndroid RT @JuanHustle I got a feeling we living in the last days of Blackberry,
@KaeKaed @Apple Here is an easy way to put Newsstand in a folder http://t.co/yVXmWIbI,
"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/AAP7StHt #PampersHelloApps",
"Been MIA from Twitter.. But now Tweeting from my new @apple iPhone! :) #finallycool #notreally well, It IS ..I'm not :) #stilllearning",
@AsgariAJ #iPhone need to tell @Apple that,
"@Mommy_gaga, #Win an @Apple iPod Touch @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps",
Need to update my apps. ): my apple ID is disabled.. Don't know what to do.. @apple @AppStore @itunes @Siri_Assistant,
eating @apple xDD,
I wonder if @Apple OSX will get built-in @Twitter @support like iOS5. That would be very helpful at the moment.,
Spell check needed when saving documents - fingers crossed Steve Jobs left that nugget of technology behind on the @Apple to do list. :),
@Apple Stores to close for one hour on October 19 to watch #SteveJobs #memorial http://t.co/fbjqb5RA via @9to5mac #tech #porchista,
iPhone 4S vs Canon 5D MKII. @apple @canon @iphone http://t.co/PvKqad33,
@Samsung wants to ban @Apple iPhone 4S in Japan and Australia. http://t.co/hWA4tWIc #smartphonewar,
Siri says some weird things | This is my next... http://t.co/H8n7caSg via @verge @hasanga @mohoisham @apple #Siri #LMFAO,
@apple karaoke ceel w/ @nandamaulida @putriasmara @galuhoktriana @milatus :p,
The four American companies that have come to define 21st-century on the verge of war. @Amazon @Apple @Facebook and @G…http://t.co/PxUlr5dw,
I have 4 @Apple products...,
@SamsungMobileUS @Apple would disagree with you right now.,
"Stay hungry, stay foolish. Steve Jobs, founder @Apple #WinningWithEL",
RT @thejjmg: My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/Iqa0ipVt @Apple ah mines being sinking...,
iSteps @apple store bologna http://t.co/WjjBq7Ae,
"How I manage my businesses/life: @pivotaltracker, @37signals, @twitter, @googleapps, @apple, @dropbox, @wordpress, @dreamhost THX",
Notes for Jobs @Apple store in Palo alto downtown. http://t.co/4BJjfq4h,
Just realized Apple doesn't even have @Apple on lock. This dude R.J. Pittman waiting for thee fattest check.,
"Hey @Apple, could you hook the voice memos app on the iPhone up with fine scrubbing? Journalists need love too.",
RT @danysaadia: @ATTCustomerCare @att @apple I already have an ATT wireless line. Can I buy a factory unlocked iPhone 4S with my contract?,
Dear @Apple… If I make love to iCloud will ALL THE THINGS have my babies?,
POLL: http://t.co/GcrpUKwF Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball,
POLL: http://t.co/9q2Er1w9 Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball,
More Twitter buzz for Apple Store: http://t.co/hLybd7uc - RT @ji_lee started out as a trip to the @apple store. turned into a spontaneou...,
My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/zMX85Fkd @apple,
"""#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/r0WYm1jX #PampersHelloApps""",
"Dear @apple, why did my #Apple ID change to my colleagues&#39; when I charged on her Mac? Now can&#39;t download or update apps. #iPhone",
"You know you've gone @Apple overboard when you misread a @Yelp review as ""iPad Thai."" #fb",
"Goodbye @Evernote, Welcome #NotesintheCloud thx @Apple",
Will @Apple's Mac ever properly be used in the financial markets or is it purely a creatives device? Shift from IBM to Mac? #finpanther,
"But @att is ""working"" with @apple to make their iPhone say 4G RT @JFSikora: @TCPJ_Mickey I'm so glad Apple is not slinging that crap.",
started out as a trip to the @apple store. turned into a spontaneous fun evening w @MolleyMoody. we danced while trying on outfits. #girls,
"RememberiN wen @apple and @blackberry were just fruit
#nostalgia",
@dyanna299 you mean like Muhaimin @apple.com?,
The new @apple #find my friends app is great.... except the part where you have to log in everytime. Get back to me when this is changed...,
One thing I want from #ios is searching in the add bar similar to what Firefox or droid phones do. But thnx for a talking Google @apple ...,
"Gee, I can't imagine that the maps app graphic from this Samsung website will help their court cases vs. @Apple: http://t.co/PmanMoAh",
Would you look at that.. @SouthwestAir does @Apple style welcomes as well. http://t.co/t0TrFnk8 #customerappreciation #custserv,
"RT @fredbenenson: Hey @twitter and @apple, this is pretty dumb. http://t.co/kubkPO0T",
got the new @apple update,
"A brick n mortar @Google store? Coming soon to London, US next? Copying @Apple business model? http://t.co/l4VTHsv5",
"Hey @twitter and @apple, this is pretty dumb. http://t.co/kubkPO0T",
If the iPhone 4 case fits the 4S why is @nlevenbrown @apple buying a new one?,
@apple store to get my phone fixed... ppl lined up for 4s http://t.co/aUHQLiVy,
@Apple why no Macbook mirroring onto AppleTV via #Airplay?,
@ATT just so I have this right.I pre-ordered an iphone last wk and it will be here in a month. I could buy in an @apple store today.really?,
@apple please bring back the old Siri app for us old school iPhone 3 users!,
"Upgrading my #iPad to #iOS5. When @Apple said it could take a couple of hours to install and restore it, they weren't kidding.",
"Yeah, there's no @apple twitter account.",
POLL: http://t.co/Wu6EsvT5 Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...,
POLL: http://t.co/tZBleGaQ Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...,
@ATTCustomerCare @att @apple I already have an ATT wireless line. Can I buy a factory unlocked iPhone 4S with my contract?,
Lol bet that Android couldnt do that  RT @ceejay3k: I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.,
I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.,
@APPLE freaks is Siri available for Iphone 4 yet?,
#Iphone5 can you please make The battery last longer thanks @Apple,
